Rk,player,win_pct,ts_pct,ws,mp_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,pts_per_g
256,DeAndre Jordan\jordade01,0.472,0.688,4.2,21.3,9.9,2,0.4,1,8.1
257,Cory Joseph\josepco01,0.389,0.498,1.5,24.8,2.6,3.4,0.7,0.3,6.4
258,Mfiondu Kabengele\kabenmf01,0.673,0.614,0.2,5.3,0.9,0.2,0.2,0.2,3.5
259,Frank Kaminsky\kaminfr01,0.4,0.554,1.4,22.4,4.9,2.2,0.4,0.3,11
260,Enes Kanter\kanteen01,0.704,0.611,3.6,18.6,8.2,1,0.4,0.8,9.2
261,Luke Kennard\kennalu01,0.333,0.589,2,32.9,3.5,4.1,0.4,0.2,15.8
262,Stanton Kidd\kiddst01,0.667,0,-0.1,3.8,0.8,0.3,0,0,0
263,Michael Kidd-Gilchrist\kiddgmi01,0.333,0.421,-0.1,13.3,2.9,0.8,0,0.3,4
264,Louis King\kinglo02,0.333,0.448,0,6.2,1,0.5,0.2,0,2
265,Maxi Kleber\klebima01,0.6,0.608,3.7,24.9,5.2,1,0.3,1.1,8.9
266,Brandon Knight\knighbr03,0.727,0.428,-0.4,14.9,1.2,1.8,0.4,0.1,4.8
267,Kevin Knox\knoxke01,0.309,0.48,0.4,18.3,2.9,0.9,0.4,0.4,6.8
268,John Konchar\konchjo01,0.518,0.643,0.1,5.7,0.3,0.5,0,0,1.2
269,Furkan Korkmaz\korkmfu01,0.618,0.572,2.1,21.3,2.3,1,0.5,0.2,9.6
270,Luke Kornet\kornelu01,0.345,0.538,1.1,15.5,2.4,0.9,0.3,0.7,6
271,Kyle Korver\korveky01,0.852,0.6,1.9,16.6,2.1,1.2,0.4,0.2,6.4
272,Rodions Kurucs\kurucro01,0.472,0.609,0.6,13.3,2.4,0.9,0.4,0.1,4.8
273,Kyle Kuzma\kuzmaky01,0.774,0.537,1.4,24.7,4.4,1.3,0.4,0.4,12.6
